Date,Company,Product,Quantity_Sold,Unit_Price,Revenue,Production_Quantity,Inventory_Start,Inventory_End,Raw_Material_Cost_Per_Unit,Processing_Cost_Per_Unit,Packaging_Cost_Per_Unit,Transportation_Cost_Per_Unit,Total_Cost_Per_Unit,Total_Costs,Waste_Quantity,Waste_Cost,Profit,Profit_Margin_Percent,Quality_Score,Customer_Rating,Production_Efficiency,Capacity_Utilization,Market_Share_Percent,Competitor_Average_Price,Season,Region,Sales_Channel,Batch_Number,Expiry_Days
2021-01-07,Mother Dairy,Lassi,336,34.4,11557.06,384,157,174,17.33,5.41,1.95,2.29,26.98,10793.88,25,433.25,763.18,6.6,83.0,4.1,0.806,0.927,24.57,37.7,Spring,West,Retail,B2021016447,268
2021-01-07,Mother Dairy,Milk,894,59.29,53004.15,1036,202,313,27.59,8.65,3.54,3.28,43.06,45081.32,17,469.05,7922.83,14.95,91.8,4.6,0.884,0.821,13.95,56.28,Spring,East,Direct,B2021017196,13
2021-01-07,Mother Dairy,Milk,1292,53.7,69379.93,1733,349,746,28.25,7.41,4.34,2.37,42.36,74404.19,35,988.75,-5024.26,-7.24,88.8,4.4,0.88,0.838,13.38,48.84,Spring,Central,Online,B2021015258,3
2021-01-08,Mother Dairy,Curd,640,46.03,29461.29,716,190,252,18.85,6.84,3.38,3.56,32.63,24078.97,38,716.15,5382.32,18.27,88.8,4.4,0.79,0.768,18.47,48.37,Spring,North,Retail,B2021011940,15
2021-01-08,Mother Dairy,Ice Cream,601,85.64,51472.08,680,125,181,51.12,16.79,7.4,3.58,78.89,55228.19,31,1584.65,-3756.11,-7.3,92.1,4.6,0.802,0.822,22.84,85.88,Spring,West,Wholesale,B2021018271,187
2021-01-08,Mother Dairy,Ice Cream,583,77.09,44945.78,691,400,502,43.21,8.16,4.81,5.01,61.19,43576.63,30,1296.26,1369.14,3.05,92.0,4.6,0.854,0.754,10.61,80.24,Spring,South,Direct,B2021016873,186
2021-01-08,Mother Dairy,Lassi,224,34.64,7758.43,254,194,211,20.73,5.45,3.05,2.05,31.28,8296.46,17,352.4,-538.03,-6.93,84.5,4.2,0.839,0.714,21.89,36.29,Spring,South,Wholesale,B2021019392,153
2021-01-08,Mother Dairy,Milk,739,55.78,41224.76,966,452,635,26.48,10.31,3.02,2.4,42.21,41387.5,23,608.95,-162.74,-0.39,81.4,4.1,0.844,0.948,17.0,50.8,Spring,West,Wholesale,B2021017961,9
2021-01-08,Mother Dairy,Milk,480,53.89,25865.65,568,389,429,24.56,10.0,3.39,2.16,40.11,22979.28,8,196.5,2886.37,11.16,89.7,4.5,0.862,0.836,18.27,55.22,Spring,East,Wholesale,B2021017415,26
2021-01-09,Mother Dairy,Cheese,481,374.27,180025.88,604,180,293,222.45,72.58,30.39,20.16,345.58,213402.26,21,4671.47,-33376.38,-18.54,85.8,4.3,0.881,0.792,20.94,375.51,Spring,West,Online,B2021012652,249
2021-01-10,Mother Dairy,Curd,496,43.15,21401.36,644,484,583,25.7,6.79,2.7,2.56,37.75,25338.81,40,1027.81,-3937.45,-18.4,88.5,4.4,0.792,0.622,17.34,42.52,Spring,East,Wholesale,B2021013439,22
2021-01-10,Mother Dairy,Lassi,1114,36.82,41015.18,1545,62,474,19.04,4.6,2.14,1.96,27.74,44221.65,72,1370.64,-3206.47,-7.82,90.0,4.5,0.81,0.848,22.95,35.15,Spring,Central,Retail,B2021012252,277
2021-01-11,Mother Dairy,Curd,528,49.16,25955.1,729,125,324,24.22,5.92,2.74,3.42,36.3,26991.98,22,532.82,-1036.88,-3.99,92.2,4.6,0.851,0.631,21.71,48.96,Spring,Central,Direct,B2021018919,20
2021-01-11,Mother Dairy,Ice Cream,697,83.32,58072.45,769,471,518,40.95,8.46,4.74,5.01,59.15,49093.45,88,3603.42,8979.0,15.46,88.5,4.4,0.803,0.687,20.66,75.99,Spring,West,Direct,B2021014471,142
2021-01-11,Mother Dairy,Lassi,197,38.61,7605.23,252,399,407,22.04,5.55,1.94,2.37,31.9,8303.66,12,264.49,-698.43,-9.18,92.6,4.6,0.849,0.811,17.32,39.71,Spring,Central,Wholesale,B2021015699,140
2021-01-11,Mother Dairy,Paneer,928,327.95,304336.16,1154,252,456,188.7,57.29,25.08,24.87,295.93,354523.55,69,13020.23,-50187.4,-16.49,81.2,4.1,0.842,0.875,15.72,322.43,Spring,East,Retail,B2021015878,100
2021-01-12,Mother Dairy,Cheese,133,393.22,52298.47,163,125,140,215.49,59.99,26.12,24.37,325.98,53996.22,4,861.98,-1697.75,-3.25,84.9,4.2,0.817,0.685,12.71,389.9,Spring,South,Wholesale,B2021011068,276
2021-01-12,Mother Dairy,Lassi,818,37.01,30274.23,979,457,568,18.28,4.65,3.03,1.92,27.88,27893.64,33,603.14,2380.59,7.86,84.3,4.2,0.828,0.838,12.45,36.91,Spring,North,Retail,B2021011526,304
2021-01-12,Mother Dairy,Milk,751,59.75,44870.76,1048,67,353,32.07,8.33,4.96,4.14,49.5,52835.58,30,962.14,-7964.82,-17.75,88.3,4.4,0.85,0.864,10.04,55.1,Spring,North,Wholesale,B2021017675,3
2021-01-13,Mother Dairy,Ghee,927,528.59,490006.75,1271,257,598,248.91,85.21,47.96,34.66,416.74,532913.19,13,3235.88,-42906.44,-8.76,82.9,4.1,0.869,0.907,24.06,539.99,Spring,East,Wholesale,B2021013913,109
2021-01-13,Mother Dairy,Lassi,229,40.13,9188.84,315,269,338,19.73,4.71,2.19,1.81,28.44,9116.66,8,157.82,72.19,0.79,87.3,4.4,0.864,0.702,22.15,39.5,Spring,North,Online,B2021011859,331
2021-01-13,Mother Dairy,Lassi,1389,39.59,54983.97,1527,116,231,22.09,7.25,2.87,1.68,33.88,52838.96,50,1104.29,2145.01,3.9,82.6,4.1,0.808,0.838,23.35,36.18,Spring,North,Direct,B2021016136,339
2021-01-14,Mother Dairy,Curd,833,50.45,42021.63,1007,83,253,28.14,8.19,2.55,2.9,41.79,44414.14,83,2335.7,-2392.51,-5.69,86.2,4.3,0.856,0.624,12.03,49.57,Spring,South,Online,B2021016408,10
2021-01-14,Mother Dairy,Ghee,1635,508.28,831043.6,1912,216,472,270.19,81.72,43.92,15.52,411.35,791364.87,18,4863.39,39678.74,4.77,81.1,4.1,0.806,0.613,22.12,529.07,Spring,West,Wholesale,B2021016737,311
2021-01-14,Mother Dairy,Ice Cream,293,86.71,25406.19,385,136,194,48.85,14.66,5.43,4.19,73.13,30062.13,39,1905.26,-4655.93,-18.33,87.3,4.4,0.873,0.881,24.44,95.27,Spring,East,Retail,B2021017259,60
2021-01-15,Mother Dairy,Cheese,294,414.23,121784.59,405,97,199,234.81,75.32,24.44,14.57,349.14,144690.22,14,3287.34,-22905.63,-18.81,86.5,4.3,0.788,0.949,16.23,432.08,Spring,South,Online,B2021012469,262
2021-01-15,Mother Dairy,Curd,1253,42.76,53581.94,1630,381,719,22.4,5.69,2.5,1.5,32.09,53746.96,64,1433.49,-165.02,-0.31,88.8,4.4,0.821,0.824,21.93,38.83,Spring,North,Retail,B2021015619,25
2021-01-15,Mother Dairy,Lassi,372,40.41,15031.72,453,155,187,19.29,6.96,3.72,1.23,31.2,14635.88,26,501.49,395.85,2.63,92.2,4.6,0.89,0.71,11.83,39.22,Spring,South,Direct,B2021017332,118
2021-01-15,Mother Dairy,Lassi,722,38.94,28116.93,1002,319,578,20.2,7.26,3.4,2.2,33.07,33820.14,34,686.95,-5703.22,-20.28,89.0,4.5,0.823,0.93,15.77,40.35,Spring,East,Online,B2021017574,116
2021-01-15,Mother Dairy,Lassi,183,40.12,7342.18,241,245,265,20.39,5.68,3.19,1.8,31.06,7812.59,16,326.32,-470.41,-6.41,82.1,4.1,0.83,0.857,12.95,36.83,Spring,East,Retail,B2021017261,188
2021-01-15,Mother Dairy,Milk,1112,61.23,68091.41,1409,448,704,36.66,11.01,4.8,2.88,55.35,79269.98,35,1283.15,-11178.57,-16.42,87.6,4.4,0.894,0.84,18.66,59.09,Spring,Central,Wholesale,B2021019067,8
2021-01-15,Mother Dairy,Yogurt,362,75.46,27315.6,445,219,253,36.83,10.24,5.87,4.85,57.79,26525.13,22,810.29,790.47,2.89,81.8,4.1,0.895,0.607,18.14,69.59,Spring,West,Retail,B2021019514,9
2021-01-16,Mother Dairy,Cheese,1192,425.46,507151.93,1501,435,697,188.89,74.86,26.98,33.2,323.93,494723.22,45,8499.95,12428.72,2.45,81.2,4.1,0.799,0.777,23.43,458.83,Spring,Central,Direct,B2021017401,318
2021-01-16,Mother Dairy,Curd,454,50.72,23025.68,605,424,569,24.81,6.98,3.55,3.44,38.78,24255.69,32,793.91,-1230.01,-5.34,90.9,4.5,0.803,0.756,15.78,52.83,Spring,West,Retail,B2021019285,24
2021-01-16,Mother Dairy,Ghee,1135,611.87,694476.17,1350,387,571,317.44,112.2,53.82,43.17,526.63,715713.15,15,4761.59,-21236.97,-3.06,81.7,4.1,0.827,0.772,11.91,563.54,Spring,Central,Retail,B2021012277,348
2021-01-17,Mother Dairy,Curd,1280,45.52,58262.11,1596,365,666,26.52,8.36,3.79,2.12,40.79,68012.64,110,2916.88,-9750.52,-16.74,88.6,4.4,0.783,0.69,17.94,41.91,Spring,West,Online,B2021019944,13
2021-01-17,Mother Dairy,Ice Cream,272,84.0,22848.69,365,463,542,40.02,9.97,6.01,3.11,59.12,22539.3,24,960.5,309.39,1.35,92.2,4.6,0.818,0.63,23.28,75.8,Spring,South,Online,B2021011351,219
2021-01-17,Mother Dairy,Paneer,563,323.82,182312.19,709,477,587,188.52,53.4,22.64,10.02,274.58,201276.73,35,6598.33,-18964.53,-10.4,90.5,4.5,0.874,0.679,22.71,321.62,Spring,North,Online,B2021013480,153
2021-01-18,Mother Dairy,Curd,507,48.19,24430.75,622,384,460,26.23,6.41,3.08,3.71,39.44,25056.24,20,524.63,-625.5,-2.56,88.3,4.4,0.861,0.943,24.54,50.44,Spring,North,Direct,B2021014237,3
2021-01-18,Mother Dairy,Lassi,357,35.89,12812.81,493,344,446,19.9,3.97,2.88,2.14,28.89,14519.59,14,278.57,-1706.78,-13.32,81.6,4.1,0.867,0.735,20.52,36.34,Spring,East,Wholesale,B2021013105,277
2021-01-18,Mother Dairy,Yogurt,1067,65.07,69429.42,1470,311,690,38.39,7.55,6.26,2.62,54.82,82126.16,40,1535.52,-12696.75,-18.29,81.2,4.1,0.844,0.62,17.5,60.01,Spring,North,Wholesale,B2021014648,17
2021-01-19,Mother Dairy,Ghee,579,603.54,349451.76,680,169,253,295.96,88.58,37.91,34.3,456.75,313253.46,9,2663.65,36198.3,10.36,86.3,4.3,0.888,0.755,16.1,605.94,Spring,East,Wholesale,B2021014105,199
2021-01-19,Mother Dairy,Ice Cream,702,87.81,61641.53,794,421,487,44.41,9.28,4.42,5.84,63.95,54377.17,81,3597.41,7264.36,11.78,83.5,4.2,0.872,0.82,12.47,85.61,Spring,South,Direct,B2021013033,111
2021-01-19,Mother Dairy,Lassi,514,42.0,21586.4,602,298,353,21.41,7.01,3.58,2.3,34.29,21544.3,42,899.27,42.1,0.2,90.7,4.5,0.858,0.753,18.14,38.68,Spring,East,Online,B2021019905,195
2021-01-19,Mother Dairy,Milk,419,53.59,22453.92,496,243,282,30.03,8.0,3.94,2.91,44.88,22531.54,9,270.31,-77.62,-0.35,91.3,4.6,0.847,0.703,12.92,52.45,Spring,East,Retail,B2021014313,17
2021-01-20,Mother Dairy,Butter,303,476.23,144297.91,396,203,257,204.43,56.98,42.65,26.52,330.59,131320.81,2,408.87,12977.1,8.99,92.8,4.6,0.885,0.924,12.9,450.66,Spring,South,Direct,B2021016552,295
2021-01-20,Mother Dairy,Ice Cream,702,80.13,56254.3,811,338,430,38.2,14.62,6.53,5.54,64.89,53965.91,35,1337.1,2288.39,4.07,85.9,4.3,0.818,0.856,23.46,82.85,Spring,Central,Retail,B2021012102,184
2021-01-20,Mother Dairy,Lassi,680,37.69,25632.31,757,175,242,15.21,4.82,2.54,2.46,25.02,19596.72,43,653.86,6035.59,23.55,90.4,4.5,0.803,0.741,23.38,40.5,Spring,West,Retail,B2021019599,319
2021-01-21,Mother Dairy,Butter,152,527.03,80108.14,167,482,497,313.47,68.96,32.69,21.19,436.31,73177.91,1,313.47,6930.23,8.65,88.1,4.4,0.795,0.842,11.21,484.39,Spring,West,Online,B2021016521,315
2021-01-21,Mother Dairy,Milk,149,53.0,7897.6,200,226,276,25.21,7.2,4.36,4.21,40.98,8297.34,4,100.84,-399.75,-5.06,83.9,4.2,0.86,0.782,17.98,48.62,Spring,Central,Wholesale,B2021014822,11
2021-01-22,Mother Dairy,Butter,880,491.18,432241.29,1154,143,383,217.31,75.59,48.82,29.35,371.06,431682.08,16,3476.96,559.21,0.13,83.3,4.2,0.825,0.638,10.34,476.77,Spring,South,Online,B2021011085,293
2021-01-22,Mother Dairy,Cheese,624,383.65,239399.69,805,53,217,182.05,54.33,26.35,26.86,289.59,235669.26,14,2548.66,3730.43,1.56,81.3,4.1,0.871,0.948,13.75,391.18,Spring,Central,Wholesale,B2021014651,250
2021-01-22,Mother Dairy,Curd,313,51.29,16054.08,348,384,390,27.48,9.36,5.01,2.8,44.64,15837.93,11,302.3,216.14,1.35,84.6,4.2,0.873,0.855,22.71,47.33,Spring,Central,Retail,B2021018080,6
2021-01-22,Mother Dairy,Curd,857,45.64,39110.69,1104,202,421,19.86,5.22,3.86,3.17,32.11,36838.74,70,1390.14,2271.95,5.81,89.1,4.5,0.814,0.616,17.66,42.77,Spring,South,Retail,B2021019332,7
2021-01-22,Mother Dairy,Ghee,321,604.62,194083.23,362,378,395,311.1,64.47,46.79,30.1,452.46,165033.85,4,1244.4,29049.39,14.97,90.3,4.5,0.813,0.642,18.93,561.37,Spring,Central,Direct,B2021012667,248
2021-01-22,Mother Dairy,Ghee,782,603.1,471621.23,976,480,634,278.37,99.31,42.11,26.92,446.71,438490.51,9,2505.33,33130.72,7.02,85.6,4.3,0.814,0.715,19.28,551.75,Spring,Central,Retail,B2021013828,358
2021-01-22,Mother Dairy,Lassi,728,35.19,25617.91,899,424,551,19.03,6.43,3.36,2.02,30.85,28169.58,23,437.75,-2551.67,-9.96,89.3,4.5,0.869,0.929,15.58,34.98,Spring,Central,Direct,B2021013983,235
2021-01-22,Mother Dairy,Milk,808,61.49,49684.38,958,320,446,25.83,7.77,3.84,1.92,39.36,38019.53,12,309.95,11664.84,23.48,89.3,4.5,0.849,0.608,14.07,57.13,Spring,South,Wholesale,B2021011738,11
2021-01-22,Mother Dairy,Paneer,738,348.98,257547.27,925,189,357,189.39,43.29,28.2,18.03,278.92,270878.77,68,12878.78,-13331.5,-5.18,87.8,4.4,0.798,0.65,20.95,315.79,Spring,East,Wholesale,B2021013150,276
2021-01-22,Mother Dairy,Paneer,731,332.69,243198.92,812,433,502,138.45,34.76,32.57,18.69,224.47,187526.88,38,5261.09,55672.03,22.89,81.3,4.1,0.859,0.835,20.27,357.65,Spring,East,Retail,B2021019863,114
2021-01-23,Mother Dairy,Cheese,1038,437.12,453730.02,1164,157,261,176.55,64.7,37.91,30.49,309.65,366258.11,33,5826.15,87471.91,19.28,92.4,4.6,0.897,0.736,24.29,457.0,Spring,West,Retail,B2021015439,117
2021-01-24,Mother Dairy,Ghee,469,634.82,297732.57,655,324,510,357.35,101.27,50.74,34.46,543.82,357275.16,3,1072.06,-59542.59,-20.0,82.4,4.1,0.813,0.729,13.23,661.06,Spring,Central,Wholesale,B2021019573,120
2021-01-24,Mother Dairy,Ghee,901,605.0,545103.99,992,288,360,258.03,96.6,41.94,29.27,425.84,424759.68,9,2322.26,120344.32,22.08,82.4,4.1,0.83,0.676,19.69,635.81,Spring,North,Wholesale,B2021013719,184
2021-01-25,Mother Dairy,Butter,263,474.74,124855.81,300,464,468,208.01,70.8,47.14,22.84,348.79,105051.8,2,416.02,19804.01,15.86,86.1,4.3,0.866,0.914,12.0,432.02,Spring,Central,Online,B2021018759,72
2021-01-25,Mother Dairy,Butter,1038,496.7,515569.54,1444,482,860,258.1,77.62,38.62,24.2,398.54,579109.18,14,3613.42,-63539.65,-12.32,84.5,4.2,0.825,0.677,22.26,520.28,Spring,West,Retail,B2021011473,228
2021-01-25,Mother Dairy,Ghee,1190,606.16,721330.03,1595,426,814,303.14,78.17,47.42,41.02,469.74,755304.55,20,6062.71,-33974.53,-4.71,91.7,4.6,0.85,0.772,11.61,569.96,Spring,Central,Online,B2021018506,353
2021-01-25,Mother Dairy,Ice Cream,1201,97.62,117247.2,1478,214,461,41.15,17.77,9.09,6.33,74.35,113999.18,100,4114.85,3248.02,2.77,84.4,4.2,0.815,0.616,16.98,102.03,Spring,Central,Online,B2021014088,175
2021-01-25,Mother Dairy,Ice Cream,403,90.02,36279.33,550,84,215,39.79,13.69,6.99,7.14,67.62,39337.17,54,2148.51,-3057.84,-8.43,91.0,4.6,0.854,0.714,17.7,94.56,Spring,West,Wholesale,B2021016529,145
2021-01-25,Mother Dairy,Yogurt,1412,74.28,104884.83,1597,116,294,31.79,9.14,4.27,4.62,49.82,81445.61,59,1875.88,23439.22,22.35,83.4,4.2,0.834,0.802,21.96,76.64,Spring,Central,Retail,B2021018246,18
2021-01-26,Mother Dairy,Ghee,246,604.07,148601.36,314,101,119,246.53,76.15,50.5,37.06,410.23,129306.75,2,493.06,19294.61,12.98,90.6,4.5,0.882,0.852,20.67,613.8,Spring,South,Retail,B2021011300,98
2021-01-26,Mother Dairy,Ice Cream,595,84.44,50238.89,772,406,537,37.16,9.48,4.43,6.73,57.81,47974.18,90,3344.83,2264.71,4.51,87.0,4.4,0.897,0.803,10.74,77.63,Spring,Central,Online,B2021017578,327
2021-01-26,Mother Dairy,Milk,836,54.09,45217.58,922,376,429,31.75,10.6,2.91,2.98,48.25,45184.44,22,698.44,33.14,0.07,86.4,4.3,0.783,0.68,24.22,49.72,Spring,North,Direct,B2021014731,6
2021-01-26,Mother Dairy,Milk,165,56.42,9308.72,196,172,201,28.61,6.18,5.5,4.1,44.39,8785.79,3,85.84,522.93,5.62,82.0,4.1,0.892,0.739,18.95,59.93,Spring,South,Online,B2021012926,4
2021-01-27,Mother Dairy,Curd,585,46.89,27433.14,743,315,453,27.66,6.04,3.07,2.24,39.02,29930.29,34,940.54,-2497.15,-9.1,87.2,4.4,0.832,0.718,24.95,45.48,Spring,North,Direct,B2021013251,12
2021-01-27,Mother Dairy,Ghee,886,625.99,554629.94,1233,351,681,271.34,68.29,38.8,45.26,423.69,525939.48,13,3527.37,28690.46,5.17,83.0,4.1,0.85,0.634,21.61,672.26,Spring,East,Online,B2021013302,129
2021-01-27,Mother Dairy,Ice Cream,400,89.68,35871.05,492,391,465,52.47,13.69,7.31,3.75,77.21,40086.37,40,2098.69,-4215.31,-11.75,86.6,4.3,0.843,0.711,24.31,95.1,Spring,South,Wholesale,B2021013592,323
2021-01-27,Mother Dairy,Milk,342,62.9,21513.46,407,225,256,36.89,11.26,6.05,2.68,56.88,23297.76,4,147.55,-1784.31,-8.29,88.1,4.4,0.79,0.902,22.7,63.71,Spring,West,Retail,B2021015569,6
2021-01-27,Mother Dairy,Paneer,1474,396.32,584173.23,1938,245,689,202.17,51.99,31.12,17.57,302.85,604108.92,85,17184.75,-19935.69,-3.41,88.4,4.4,0.843,0.808,13.45,424.47,Spring,West,Wholesale,B2021011089,332
2021-01-27,Mother Dairy,Yogurt,387,66.46,25720.39,511,337,413,30.9,9.5,5.64,4.51,50.55,26759.31,30,926.99,-1038.93,-4.04,89.3,4.5,0.795,0.828,16.2,68.99,Spring,West,Direct,B2021019630,21
2021-01-28,Mother Dairy,Butter,767,511.4,392240.77,870,328,396,226.07,58.32,44.48,22.53,351.4,307979.11,10,2260.69,84261.65,21.48,87.5,4.4,0.897,0.688,13.28,529.8,Spring,North,Retail,B2021014981,139
2021-01-28,Mother Dairy,Milk,157,53.27,8363.76,172,173,175,25.55,10.6,4.31,2.2,42.65,7438.81,4,102.19,924.95,11.06,89.9,4.5,0.887,0.686,17.89,54.19,Spring,West,Direct,B2021012190,7
2021-01-29,Mother Dairy,Cheese,192,415.03,79685.18,241,294,297,174.54,43.73,38.06,29.77,286.1,70521.34,9,1570.84,9163.85,11.5,87.9,4.4,0.801,0.94,21.05,428.7,Spring,North,Online,B2021017424,81
2021-01-29,Mother Dairy,Curd,569,51.03,29036.32,760,377,564,26.02,7.96,3.98,2.67,40.63,31791.64,35,910.7,-2755.32,-9.49,87.6,4.4,0.89,0.632,21.42,50.02,Spring,East,Direct,B2021013030,29
2021-01-29,Mother Dairy,Milk,505,56.14,28349.11,568,347,371,23.53,6.88,5.27,3.93,39.62,22691.54,8,188.24,5657.57,19.96,88.7,4.4,0.866,0.937,17.21,53.98,Spring,Central,Wholesale,B2021017823,18
2021-01-29,Mother Dairy,Paneer,632,380.44,240439.5,855,128,340,167.05,68.63,29.7,12.41,277.8,245869.49,50,8352.72,-5429.99,-2.26,85.6,4.3,0.816,0.774,19.9,360.07,Spring,Central,Retail,B2021015181,39
2021-01-30,Mother Dairy,Cheese,851,432.71,368235.07,1160,453,754,194.81,69.58,24.9,14.78,304.06,361472.87,45,8766.37,6762.2,1.84,83.1,4.2,0.852,0.619,16.05,445.4,Spring,Central,Direct,B2021019156,346
2021-01-30,Mother Dairy,Milk,304,52.17,15860.4,339,435,429,26.3,6.11,3.28,2.99,38.68,13297.11,7,184.1,2563.29,16.16,92.8,4.6,0.791,0.663,17.77,53.55,Spring,North,Online,B2021016172,29
2021-01-31,Mother Dairy,Ice Cream,330,107.74,35553.09,419,477,549,56.31,13.28,7.42,7.99,85.0,36851.68,22,1238.74,-1298.59,-3.65,92.2,4.6,0.867,0.625,15.77,113.91,Spring,West,Retail,B2021019308,276
2021-02-01,Mother Dairy,Butter,930,511.25,475460.71,1284,406,743,242.45,98.02,48.95,18.49,407.9,526900.51,13,3151.8,-51439.8,-10.82,90.2,4.5,0.894,0.941,22.01,531.27,Spring,North,Online,B2021025007,89
2021-02-01,Mother Dairy,Lassi,627,36.55,22914.48,715,484,531,19.19,5.84,3.63,2.89,31.54,23494.42,49,940.47,-579.94,-2.53,91.7,4.6,0.822,0.688,16.82,37.9,Spring,Central,Direct,B2021024479,189
2021-02-01,Mother Dairy,Milk,247,55.4,13683.8,299,475,511,24.66,10.32,2.82,1.81,39.61,11967.61,5,123.32,1716.19,12.54,88.9,4.4,0.9,0.715,11.97,54.55,Spring,South,Retail,B2021029148,22
