Date,Company,Product,Quantity_Sold,Unit_Price,Revenue,Production_Quantity,Inventory_Start,Inventory_End,Raw_Material_Cost_Per_Unit,Processing_Cost_Per_Unit,Packaging_Cost_Per_Unit,Transportation_Cost_Per_Unit,Total_Cost_Per_Unit,Total_Costs,Waste_Quantity,Waste_Cost,Profit,Profit_Margin_Percent,Quality_Score,Customer_Rating,Production_Efficiency,Capacity_Utilization,Market_Share_Percent,Competitor_Average_Price,Season,Region,Sales_Channel,Batch_Number,Expiry_Days
2021-01-06,Heritage Foods,Paneer,751,357.53,268506.58,1048,496,743,178.8,53.82,26.24,22.42,281.28,300857.19,34,6079.36,-32350.61,-12.05,87.7,4.4,0.811,0.872,19.32,390.06,Spring,East,Retail,B2021011915,136
2021-01-07,Heritage Foods,Curd,1086,49.78,54066.04,1257,75,236,21.76,8.62,3.0,2.38,35.76,45836.44,41,892.01,8229.61,15.22,81.4,4.1,0.752,0.833,21.95,49.41,Spring,West,Online,B2021014038,10
2021-01-07,Heritage Foods,Paneer,1088,334.63,364072.97,1266,150,320,183.6,45.2,17.98,24.71,271.49,360413.13,91,16708.03,3659.84,1.01,84.1,4.2,0.859,0.72,15.31,317.61,Spring,West,Retail,B2021013970,198
2021-01-08,Heritage Foods,Curd,392,47.19,18499.95,526,419,528,27.44,9.4,3.68,3.17,43.69,23611.94,23,631.06,-5111.99,-27.63,82.8,4.1,0.786,0.769,22.52,47.72,Spring,East,Online,B2021018815,22
2021-01-08,Heritage Foods,Ice Cream,729,76.37,55675.89,819,125,170,38.86,7.82,3.83,5.36,55.87,47774.79,52,2020.5,7901.1,14.19,87.8,4.4,0.836,0.923,10.73,80.56,Spring,East,Wholesale,B2021015943,90
2021-01-08,Heritage Foods,Yogurt,885,66.36,58729.98,1146,167,411,30.72,10.1,5.65,5.11,51.57,60547.7,47,1444.06,-1817.72,-3.1,78.6,3.9,0.835,0.752,10.76,64.41,Spring,South,Online,B2021015246,20
2021-01-09,Heritage Foods,Butter,1258,466.82,587254.74,1505,227,446,245.69,89.66,44.56,35.03,414.94,629891.62,22,5405.23,-42636.88,-7.26,86.3,4.3,0.791,0.674,13.73,431.52,Spring,West,Retail,B2021016008,341
2021-01-09,Heritage Foods,Curd,758,44.9,34032.5,1022,385,616,26.13,8.54,3.22,1.64,39.53,41833.97,55,1437.13,-7801.47,-22.92,78.9,3.9,0.843,0.772,24.6,45.36,Spring,Central,Wholesale,B2021014049,12
2021-01-09,Heritage Foods,Curd,419,49.5,20742.04,563,86,198,27.46,9.76,2.51,3.56,43.28,25686.8,48,1317.85,-4944.76,-23.84,84.2,4.2,0.78,0.681,15.86,51.08,Spring,East,Direct,B2021019145,12
2021-01-10,Heritage Foods,Milk,1318,56.28,74181.13,1474,423,569,29.36,8.75,4.96,3.51,46.58,69503.76,29,851.46,4677.37,6.31,86.5,4.3,0.765,0.607,14.66,52.49,Spring,Central,Direct,B2021013549,23
2021-01-10,Heritage Foods,Paneer,169,372.5,62951.82,205,291,290,219.52,69.46,34.04,11.19,334.21,70050.4,7,1536.63,-7098.58,-11.28,77.1,3.9,0.777,0.847,16.84,390.67,Spring,South,Direct,B2021011885,33
2021-01-10,Heritage Foods,Paneer,954,359.76,343208.87,1190,145,347,208.99,53.12,28.46,15.93,306.5,379156.42,69,14420.14,-35947.55,-10.47,81.5,4.1,0.766,0.948,16.17,371.43,Spring,Central,Wholesale,B2021019061,190
2021-01-11,Heritage Foods,Ghee,526,587.33,308934.52,719,249,394,254.45,62.07,46.18,34.95,397.65,287946.75,8,2035.59,20987.76,6.79,86.6,4.3,0.749,0.655,19.66,595.99,Spring,West,Online,B2021016401,42
2021-01-11,Heritage Foods,Milk,130,55.16,7171.24,151,489,465,33.0,5.65,4.07,2.19,44.92,6882.1,3,99.01,289.14,4.03,82.9,4.1,0.859,0.796,24.42,55.53,Spring,South,Direct,B2021012770,26
2021-01-11,Heritage Foods,Paneer,1127,323.62,364723.13,1489,139,485,159.82,49.41,22.82,12.54,244.59,377457.68,83,13264.67,-12734.54,-3.49,86.1,4.3,0.753,0.632,13.18,344.64,Spring,West,Wholesale,B2021019437,205
2021-01-12,Heritage Foods,Curd,1267,46.86,59369.25,1699,213,599,28.03,7.03,3.24,3.3,41.6,73320.31,94,2634.93,-13951.06,-23.5,81.7,4.1,0.809,0.81,23.01,46.71,Spring,East,Direct,B2021016557,18
2021-01-12,Heritage Foods,Ghee,850,607.38,516276.09,1144,336,610,251.23,88.87,53.89,27.71,421.71,486453.16,16,4019.74,29822.92,5.78,79.6,4.0,0.761,0.745,17.37,585.05,Spring,East,Online,B2021012527,305
2021-01-12,Heritage Foods,Ice Cream,316,78.56,24825.86,373,94,151,38.52,10.23,4.58,5.65,58.98,23193.06,31,1194.08,1632.79,6.58,86.0,4.3,0.795,0.855,21.63,77.07,Spring,North,Retail,B2021012796,292
2021-01-12,Heritage Foods,Paneer,440,377.61,166146.93,592,71,182,169.94,70.84,32.66,12.27,285.71,173219.98,24,4078.48,-7073.05,-4.26,80.8,4.0,0.76,0.666,19.09,373.67,Spring,South,Online,B2021013397,76
2021-01-12,Heritage Foods,Paneer,1001,352.89,353246.63,1107,344,432,168.55,42.69,25.93,11.79,248.97,284706.57,54,9101.92,68540.06,19.4,79.5,4.0,0.803,0.68,20.45,327.64,Spring,South,Direct,B2021016540,193
2021-01-13,Heritage Foods,Cheese,115,461.48,53069.81,137,486,485,213.31,52.77,35.84,32.55,334.47,46676.09,4,853.24,6393.72,12.05,84.6,4.2,0.853,0.823,22.04,451.82,Spring,North,Online,B2021018395,253
2021-01-13,Heritage Foods,Curd,581,52.23,30345.26,684,320,374,29.79,7.56,3.38,3.22,43.95,30809.97,25,744.81,-464.7,-1.53,79.0,3.9,0.751,0.755,14.0,47.38,Spring,South,Online,B2021012515,22
2021-01-14,Heritage Foods,Curd,1033,44.97,46451.37,1437,73,469,26.73,5.76,3.97,2.68,39.14,58271.21,76,2031.23,-11819.84,-25.45,80.3,4.0,0.775,0.698,24.54,42.92,Spring,Central,Online,B2021019721,28
2021-01-14,Heritage Foods,Ice Cream,826,77.64,64134.58,1040,254,425,37.13,12.6,7.17,4.43,61.34,67241.86,93,3453.2,-3107.29,-4.84,78.9,3.9,0.823,0.638,14.44,82.14,Spring,West,Direct,B2021016060,105
2021-01-14,Heritage Foods,Yogurt,852,70.8,60321.0,1068,345,524,34.05,9.33,6.17,2.71,52.25,56652.77,25,851.27,3668.23,6.08,86.5,4.3,0.779,0.809,10.39,71.48,Spring,East,Online,B2021017662,14
2021-01-15,Heritage Foods,Cheese,1133,427.09,483893.93,1381,231,436,235.79,80.52,25.02,22.85,364.17,515656.41,54,12732.64,-31762.47,-6.56,83.5,4.2,0.757,0.725,17.21,402.66,Spring,West,Retail,B2021011168,133
2021-01-15,Heritage Foods,Lassi,1104,40.9,45156.27,1299,207,360,17.63,8.12,3.59,2.34,31.68,42142.16,56,987.51,3014.11,6.67,85.2,4.3,0.83,0.859,19.43,40.44,Spring,North,Online,B2021011988,46
2021-01-15,Heritage Foods,Milk,224,63.8,14290.37,280,476,513,26.64,11.21,6.21,4.6,48.66,13704.48,3,79.93,585.9,4.1,76.8,3.8,0.846,0.818,12.91,61.85,Spring,North,Direct,B2021018708,26
2021-01-16,Heritage Foods,Butter,492,491.49,241812.85,640,434,541,273.06,92.47,36.35,27.76,429.65,276340.85,5,1365.3,-34528.0,-14.28,81.1,4.1,0.753,0.802,22.64,532.64,Spring,West,Direct,B2021016363,191
2021-01-16,Heritage Foods,Curd,982,46.97,46122.82,1148,201,345,26.89,7.57,3.66,3.69,41.81,50261.32,84,2258.71,-4138.5,-8.97,76.7,3.8,0.789,0.6,20.97,49.37,Spring,Central,Direct,B2021016576,7
2021-01-16,Heritage Foods,Ghee,615,559.43,344050.21,720,416,506,317.22,65.96,47.58,42.32,473.08,343470.12,9,2854.97,580.08,0.17,77.6,3.9,0.749,0.647,22.2,545.03,Spring,South,Online,B2021019895,331
2021-01-16,Heritage Foods,Ice Cream,555,94.75,52584.63,644,119,163,46.17,13.08,7.14,3.96,70.36,47482.36,47,2170.19,5102.27,9.7,84.9,4.2,0.749,0.946,17.22,92.75,Spring,East,Retail,B2021017192,38
2021-01-16,Heritage Foods,Milk,445,64.73,28804.83,578,500,604,30.03,7.71,5.35,3.36,46.46,27123.11,9,270.29,1681.72,5.84,80.0,4.0,0.847,0.928,24.85,70.72,Spring,Central,Direct,B2021014939,22
2021-01-17,Heritage Foods,Curd,166,45.98,7633.32,208,454,493,20.79,5.36,4.46,2.7,33.32,7262.57,16,332.67,370.74,4.86,83.8,4.2,0.806,0.665,14.49,46.51,Spring,East,Direct,B2021013069,29
2021-01-17,Heritage Foods,Ghee,972,623.65,606185.24,1097,116,241,355.45,74.03,35.57,29.89,494.94,548279.88,15,5331.79,57905.37,9.55,82.1,4.1,0.815,0.873,16.52,613.78,Spring,Central,Online,B2021016608,67
2021-01-18,Heritage Foods,Butter,630,526.1,331442.31,797,173,326,274.51,72.0,49.41,29.82,425.74,340961.9,6,1647.08,-9519.59,-2.87,87.9,4.4,0.816,0.851,24.14,556.77,Spring,West,Direct,B2021015888,311
2021-01-18,Heritage Foods,Ice Cream,758,87.53,66348.22,951,451,623,39.79,15.17,4.55,5.84,65.35,64892.66,69,2745.28,1455.55,2.19,80.7,4.0,0.76,0.748,19.57,81.26,Spring,West,Retail,B2021016217,331
2021-01-19,Heritage Foods,Butter,513,563.11,288872.94,690,243,417,281.22,97.67,52.1,31.21,462.18,319750.38,3,843.65,-30877.44,-10.69,81.6,4.1,0.847,0.701,12.66,556.29,Spring,Central,Retail,B2021016813,358
2021-01-19,Heritage Foods,Paneer,809,363.42,294005.95,1118,474,779,200.59,63.83,25.3,22.02,311.74,358557.71,50,10029.38,-64551.76,-21.96,77.4,3.9,0.858,0.85,18.67,361.49,Spring,West,Retail,B2021013817,188
2021-01-19,Heritage Foods,Yogurt,1350,69.68,94074.51,1517,346,481,35.61,13.09,6.61,4.93,60.24,92916.92,43,1531.33,1157.58,1.23,86.3,4.3,0.817,0.668,16.85,74.56,Spring,South,Wholesale,B2021016488,16
2021-01-19,Heritage Foods,Yogurt,365,74.4,27155.36,494,52,174,34.39,10.96,5.03,5.84,56.21,28764.89,29,997.26,-1609.53,-5.93,77.7,3.9,0.754,0.68,10.94,80.74,Spring,North,Wholesale,B2021018851,7
2021-01-19,Heritage Foods,Yogurt,845,76.02,64235.37,1139,245,503,42.36,10.48,4.4,5.61,62.85,73535.43,46,1948.74,-9300.06,-14.48,87.0,4.4,0.784,0.897,22.81,80.75,Spring,South,Wholesale,B2021017034,30
2021-01-20,Heritage Foods,Ice Cream,712,84.8,60380.01,895,348,508,39.24,13.06,7.66,3.06,63.02,58558.99,55,2158.32,1821.02,3.02,82.4,4.1,0.81,0.698,16.94,80.04,Spring,West,Wholesale,B2021015227,200
2021-01-20,Heritage Foods,Milk,392,54.96,21546.13,524,482,602,27.69,8.93,3.9,1.81,42.33,22400.08,8,221.52,-853.95,-3.96,83.7,4.2,0.81,0.939,10.18,60.22,Spring,West,Online,B2021013505,17
2021-01-20,Heritage Foods,Milk,287,65.65,18842.46,385,128,187,30.86,12.4,4.15,3.01,50.42,19628.15,7,215.99,-785.7,-4.17,84.0,4.2,0.839,0.883,14.12,69.33,Spring,Central,Retail,B2021014088,22
2021-01-21,Heritage Foods,Butter,688,483.58,332703.79,933,386,588,272.1,58.86,43.01,15.4,389.37,364915.95,6,1632.59,-32212.17,-9.68,80.6,4.0,0.764,0.647,16.55,474.51,Spring,South,Wholesale,B2021016417,285
2021-01-22,Heritage Foods,Milk,496,59.05,29291.24,565,167,191,29.18,8.69,3.25,3.05,44.16,25125.64,6,175.07,4165.59,14.22,83.3,4.2,0.792,0.678,21.36,57.9,Spring,North,Wholesale,B2021011545,11
2021-01-22,Heritage Foods,Paneer,492,374.77,184388.83,579,393,476,159.35,64.05,24.95,24.3,272.65,164081.22,39,6214.8,20307.62,11.01,87.3,4.4,0.75,0.947,16.64,381.84,Spring,North,Direct,B2021019152,37
2021-01-23,Heritage Foods,Butter,653,562.13,367069.24,897,423,667,228.43,60.18,41.41,22.74,352.76,318479.43,9,2055.85,48589.8,13.24,76.6,3.8,0.824,0.793,14.26,571.69,Spring,Central,Retail,B2021015689,39
2021-01-23,Heritage Foods,Cheese,163,419.41,68364.43,183,182,157,227.34,73.67,29.28,22.05,352.33,65159.2,3,682.03,3205.24,4.69,80.2,4.0,0.827,0.88,12.7,449.98,Spring,West,Direct,B2021011521,218
2021-01-23,Heritage Foods,Curd,379,44.46,16851.25,469,411,466,24.94,8.67,3.66,2.58,39.85,19189.27,20,498.76,-2338.02,-13.87,81.2,4.1,0.77,0.752,22.71,45.32,Spring,South,Retail,B2021012026,26
2021-01-23,Heritage Foods,Ghee,566,638.49,361384.23,652,274,311,307.86,80.71,48.73,40.54,477.84,312784.13,4,1231.46,48600.1,13.45,78.4,3.9,0.765,0.893,18.51,675.51,Spring,Central,Direct,B2021011463,355
2021-01-23,Heritage Foods,Milk,285,56.57,16121.78,395,242,340,25.33,7.04,5.51,3.56,41.43,16642.76,11,278.6,-520.98,-3.23,83.6,4.2,0.807,0.917,13.82,57.62,Spring,North,Direct,B2021013656,28
2021-01-23,Heritage Foods,Yogurt,411,83.45,34298.88,505,111,166,48.5,13.68,5.89,2.85,70.93,37081.2,26,1261.02,-2782.33,-8.11,78.0,3.9,0.788,0.622,18.96,82.01,Spring,West,Wholesale,B2021018342,3
2021-01-24,Heritage Foods,Ghee,312,580.49,181111.47,421,201,277,282.03,78.79,44.34,31.45,436.6,185220.52,5,1410.16,-4109.05,-2.27,77.8,3.9,0.779,0.782,19.09,562.68,Spring,Central,Direct,B2021017264,104
2021-01-24,Heritage Foods,Milk,655,64.21,42058.87,870,213,392,25.96,10.8,6.24,2.16,45.16,39600.25,12,311.5,2458.62,5.85,85.4,4.3,0.775,0.622,16.64,66.75,Spring,West,Online,B2021017994,11
2021-01-25,Heritage Foods,Lassi,191,40.97,7824.48,258,464,493,17.6,6.96,2.68,3.17,30.41,8056.33,12,211.15,-231.85,-2.96,85.3,4.3,0.821,0.844,11.85,43.45,Spring,Central,Online,B2021017238,231
2021-01-25,Heritage Foods,Milk,178,57.71,10271.92,203,298,312,31.12,6.33,5.6,4.21,47.27,9751.09,5,155.6,520.83,5.07,83.1,4.2,0.857,0.696,10.39,57.74,Spring,South,Direct,B2021018779,6
2021-01-25,Heritage Foods,Paneer,988,343.44,339322.75,1223,356,571,164.11,43.04,21.92,19.06,248.12,312153.5,53,8697.86,27169.24,8.01,77.9,3.9,0.793,0.862,13.84,323.19,Spring,Central,Retail,B2021017519,114
2021-01-26,Heritage Foods,Butter,845,584.06,493529.44,1125,141,408,244.83,73.25,44.0,36.45,398.53,450797.18,10,2448.33,42732.26,8.66,80.7,4.0,0.824,0.855,14.94,571.26,Spring,East,Wholesale,B2021011018,203
2021-01-26,Heritage Foods,Lassi,339,43.34,14693.89,438,226,325,20.12,5.2,4.19,3.15,32.65,14643.53,17,342.05,50.36,0.34,80.4,4.0,0.781,0.777,24.26,45.11,Spring,East,Wholesale,B2021017911,351
2021-01-26,Heritage Foods,Milk,1278,61.9,79110.21,1758,457,936,29.12,11.34,3.22,3.62,47.31,84221.56,36,1048.4,-5111.35,-6.46,87.1,4.4,0.777,0.616,22.92,67.08,Spring,North,Direct,B2021016471,16
2021-01-27,Heritage Foods,Ice Cream,185,109.22,20205.16,213,278,304,51.5,16.78,7.34,5.23,80.85,17787.89,11,566.46,2417.28,11.96,82.7,4.1,0.814,0.774,19.33,116.95,Spring,North,Direct,B2021019941,351
2021-01-27,Heritage Foods,Lassi,721,42.79,30854.84,877,434,573,20.33,4.97,2.32,3.32,30.94,27904.43,38,772.53,2950.41,9.56,86.6,4.3,0.765,0.766,22.91,44.9,Spring,South,Online,B2021016218,149
2021-01-27,Heritage Foods,Yogurt,510,75.37,38436.26,613,280,371,36.28,9.14,5.92,4.99,56.33,35148.97,17,616.74,3287.29,8.55,88.0,4.4,0.819,0.735,19.99,69.62,Spring,North,Direct,B2021011617,30
2021-01-28,Heritage Foods,Curd,667,50.55,33717.36,785,405,486,26.03,7.47,4.55,3.35,41.39,34236.65,67,1743.69,-519.3,-1.54,87.0,4.4,0.772,0.881,22.29,51.29,Spring,North,Online,B2021017383,18
2021-01-28,Heritage Foods,Lassi,486,41.26,20052.45,562,377,443,18.93,5.99,3.43,1.27,29.61,17284.13,34,643.49,2768.32,13.81,85.5,4.3,0.81,0.655,12.57,43.64,Spring,North,Retail,B2021012317,109
2021-01-28,Heritage Foods,Yogurt,508,74.77,37984.4,686,150,293,41.75,9.26,7.21,5.72,63.93,44775.82,22,918.53,-6791.42,-17.88,76.8,3.8,0.784,0.893,11.64,79.95,Spring,North,Retail,B2021016092,14
2021-01-29,Heritage Foods,Cheese,870,463.13,402922.54,1197,129,422,188.34,87.39,25.22,34.9,335.84,406712.62,25,4708.6,-3790.08,-0.94,84.8,4.2,0.75,0.833,13.39,480.31,Spring,West,Online,B2021015233,358
2021-01-29,Heritage Foods,Cheese,585,473.86,277206.06,801,241,453,257.85,80.6,37.83,19.63,395.92,322030.97,19,4899.17,-44824.92,-16.17,83.8,4.2,0.844,0.68,13.76,513.15,Spring,West,Wholesale,B2021014997,277
2021-01-29,Heritage Foods,Cheese,360,487.1,175354.57,463,313,406,239.94,70.11,25.08,23.81,358.95,170271.65,17,4078.98,5082.92,2.9,77.8,3.9,0.779,0.919,21.07,441.29,Spring,East,Direct,B2021017167,364
2021-01-29,Heritage Foods,Ghee,391,646.84,252915.91,444,54,74,262.94,105.21,36.02,49.5,453.67,201953.88,2,525.87,50962.03,20.15,79.4,4.0,0.861,0.821,11.65,704.66,Spring,West,Online,B2021019976,94
2021-01-29,Heritage Foods,Ghee,277,613.47,169930.46,378,110,183,311.49,102.49,53.68,30.91,498.57,190018.65,5,1557.47,-20088.19,-11.82,85.2,4.3,0.774,0.88,14.4,648.15,Spring,East,Retail,B2021011650,355
2021-01-29,Heritage Foods,Lassi,224,39.11,8761.11,272,107,152,17.33,7.15,2.93,2.81,30.23,8534.59,18,312.01,226.51,2.59,77.3,3.9,0.799,0.822,12.76,39.85,Spring,East,Online,B2021018861,154
2021-01-29,Heritage Foods,Lassi,1079,39.18,42274.43,1464,168,504,19.41,6.54,3.19,2.25,31.38,47594.48,85,1649.55,-5320.05,-12.58,79.0,4.0,0.832,0.751,16.18,37.91,Spring,West,Online,B2021018150,115
2021-01-29,Heritage Foods,Lassi,1437,44.0,63232.61,1715,154,395,18.4,5.01,3.57,3.23,30.21,53375.67,85,1563.88,9856.94,15.59,79.5,4.0,0.78,0.855,23.83,42.56,Spring,West,Retail,B2021012167,190
2021-01-29,Heritage Foods,Paneer,1186,369.14,437802.62,1450,135,377,147.91,38.17,29.62,13.53,229.22,338142.83,39,5768.45,99659.78,22.76,79.2,4.0,0.841,0.941,11.71,375.89,Spring,East,Online,B2021013528,138
2021-01-30,Heritage Foods,Ice Cream,241,97.5,23496.41,328,202,283,46.47,11.75,5.47,3.31,67.0,22767.18,17,789.94,729.23,3.1,78.4,3.9,0.788,0.895,20.42,95.52,Spring,South,Online,B2021014001,51
2021-01-30,Heritage Foods,Ice Cream,685,102.45,70180.86,862,285,412,59.83,16.84,7.56,6.21,90.45,82812.02,81,4846.55,-12631.17,-18.0,86.9,4.3,0.784,0.814,17.42,109.45,Spring,South,Online,B2021018404,165
2021-01-30,Heritage Foods,Lassi,190,44.83,8517.55,218,442,425,20.55,5.18,3.54,2.96,32.22,7249.64,11,226.0,1267.91,14.89,78.2,3.9,0.843,0.833,16.44,47.3,Spring,North,Wholesale,B2021014687,152
2021-01-31,Heritage Foods,Butter,434,529.98,230011.71,531,482,546,315.05,93.39,35.94,41.74,486.12,259074.03,3,945.15,-29062.32,-12.64,80.9,4.0,0.802,0.769,22.98,561.26,Spring,Central,Retail,B2021018562,261
2021-01-31,Heritage Foods,Cheese,1105,486.92,538043.37,1511,294,652,228.61,58.23,26.97,38.07,351.88,544498.72,56,12802.05,-6455.36,-1.2,81.7,4.1,0.797,0.618,20.26,502.19,Spring,North,Online,B2021013352,311
2021-01-31,Heritage Foods,Paneer,505,403.18,203605.79,583,127,181,208.04,55.69,31.62,32.1,327.45,198805.94,38,7905.41,4799.84,2.36,85.6,4.3,0.806,0.94,16.95,388.18,Spring,East,Online,B2021017541,201
2021-02-01,Heritage Foods,Ghee,1138,613.12,697730.28,1403,139,393,340.29,87.82,35.38,35.62,499.12,706383.95,18,6125.15,-8653.67,-1.24,86.6,4.3,0.861,0.832,14.82,609.43,Spring,West,Direct,B2021026621,109
2021-02-01,Heritage Foods,Lassi,863,46.66,40263.31,1096,420,646,26.13,5.93,4.52,2.56,39.14,44591.88,65,1698.29,-4328.57,-10.75,82.8,4.1,0.789,0.695,20.26,44.87,Spring,South,Retail,B2021023193,180
2021-02-01,Heritage Foods,Milk,252,66.72,16814.39,291,476,479,39.01,12.8,4.6,3.24,59.64,17627.3,7,273.04,-812.91,-4.83,83.4,4.2,0.831,0.699,18.37,66.76,Spring,East,Online,B2021029463,23
2021-02-01,Heritage Foods,Yogurt,886,78.83,69844.49,1094,225,404,38.61,11.17,3.98,4.3,58.06,64868.4,35,1351.3,4976.09,7.12,78.8,3.9,0.852,0.854,21.01,81.36,Spring,Central,Wholesale,B2021024457,10
2021-02-03,Heritage Foods,Cheese,1133,438.93,497311.16,1381,383,610,215.09,57.65,42.54,32.07,347.35,489799.42,47,10109.33,7511.74,1.51,83.9,4.2,0.765,0.805,15.66,433.06,Spring,South,Wholesale,B2021025438,332
2021-02-03,Heritage Foods,Ghee,1391,611.51,850616.68,1865,91,520,353.19,98.25,34.58,22.96,508.98,957365.13,23,8123.27,-106748.45,-12.55,87.5,4.4,0.85,0.646,23.14,642.01,Spring,East,Wholesale,B2021027940,67
2021-02-03,Heritage Foods,Paneer,736,374.57,275686.37,851,187,284,186.24,47.9,29.63,23.01,286.79,248901.1,26,4842.24,26785.27,9.72,77.3,3.9,0.805,0.645,13.83,377.77,Spring,North,Online,B2021021082,200
2021-02-04,Heritage Foods,Lassi,952,45.53,43347.15,1190,198,429,22.09,4.98,2.78,2.82,32.67,39544.02,30,662.59,3803.13,8.77,80.3,4.0,0.798,0.699,19.02,45.39,Spring,Central,Online,B2021029746,51
2021-02-04,Heritage Foods,Milk,719,65.54,47125.78,989,480,733,27.61,7.69,3.64,4.33,43.26,43477.92,25,690.14,3647.86,7.74,82.9,4.1,0.757,0.786,22.13,61.56,Spring,East,Online,B2021028777,7
2021-02-04,Heritage Foods,Yogurt,425,75.2,31958.22,534,480,583,39.02,8.04,6.72,4.61,58.39,31804.5,16,624.32,153.72,0.48,87.8,4.4,0.822,0.72,19.65,80.29,Spring,South,Online,B2021021875,19
2021-02-05,Heritage Foods,Ghee,1247,652.45,813600.68,1651,190,578,354.52,112.77,43.96,38.5,549.75,914726.88,20,7090.32,-101126.2,-12.43,88.0,4.4,0.806,0.905,20.41,711.2,Spring,West,Retail,B2021028570,170
2021-02-05,Heritage Foods,Lassi,401,40.1,16081.45,497,220,279,16.52,7.62,3.84,1.94,29.92,15251.98,23,379.99,829.47,5.16,81.0,4.1,0.774,0.765,12.56,42.68,Spring,South,Online,B2021022414,199
2021-02-06,Heritage Foods,Paneer,931,366.43,341143.54,1059,56,140,160.27,69.76,20.46,12.53,263.01,290871.81,77,12340.41,50271.73,14.74,78.4,3.9,0.761,0.717,24.83,395.7,Spring,West,Retail,B2021027489,228
2021-02-07,Heritage Foods,Curd,114,45.84,5225.57,131,361,344,19.99,7.68,3.81,2.53,34.01,4615.25,8,159.92,610.32,11.68,83.5,4.2,0.753,0.785,24.75,45.41,Spring,South,Direct,B2021027313,10
2021-02-07,Heritage Foods,Ghee,268,651.13,174503.72,371,177,239,360.13,129.26,47.95,24.9,562.24,209671.55,3,1080.39,-35167.82,-20.15,83.7,4.2,0.782,0.602,16.45,689.52,Spring,East,Online,B2021022152,238
2021-02-07,Heritage Foods,Ice Cream,493,114.67,56530.69,652,477,601,47.03,18.78,7.48,6.45,79.74,53774.39,38,1787.09,2756.3,4.88,85.4,4.3,0.855,0.905,14.82,118.79,Spring,North,Direct,B2021028534,312
